Filename,a_Good,b_Moderate,c_Unhealthy_for_Sensitive_Groups,d_Unhealthy,e_Very_Unhealthy,f_Severe
BIR_UNH_VF_2023-02-02- 12.00-2-68.jpg,0.13043153,0.005128943,0.8292375,0.033188786,0.0014874677,0.0005257908
BIR_UNH_VF_2023-02-02- 12.00-2-67.jpg,0.013778535,0.0020900138,0.21325092,0.015832184,0.038458694,0.7165897
BIR_UNH_VF_2023-02-02- 12.00-2-55.jpg,0.0014696907,0.0021591107,0.928557,0.0069493293,0.013783108,0.047081765
BIR_UNH_VF_2023-02-02- 12.00-2-54.jpg,0.17885017,0.58248675,0.23337904,0.0008859676,0.003085255,0.0013128363
BIR_UNH_VF_2023-02-02- 12.00-2-52.jpg,0.03174592,0.017600352,0.23150446,0.020869503,0.030114587,0.66816527
BIR_UNH_VF_2023-02-02- 12.00-2-50.jpg,0.006418185,0.23344694,0.29605597,0.46086907,0.0006031782,0.002606658
BIR_UNH_VF_2023-02-02- 12.00-2-46.jpg,0.005328659,0.008679531,0.003068115,0.98158896,0.00063558295,0.0006991876
BIR_UNH_VF_2023-02-02- 12.00-2-42.jpg,0.08079008,0.89999264,0.0009833416,0.0058947857,7.998686e-05,0.012259192
BIR_UNH_VF_2023-02-02- 12.00-2-3.jpg,0.2889351,0.38802335,0.3175956,0.0022643942,0.002037531,0.0011439874
BIR_UNH_VF_2023-02-02- 12.00-2-29.jpg,0.00024229025,0.00015841726,0.00027725834,0.000477604,0.012246052,0.9865984
BIR_UNH_VF_2023-02-02- 12.00-2-26.jpg,0.07035105,0.17831129,0.0214474,0.3170097,0.02696412,0.38591644
BIR_UNH_VF_2023-02-02- 12.00-2-22.jpg,0.0005336936,0.0020769963,0.81243515,0.11701361,0.036978588,0.03096202
BIR_UNH_VF_2023-02-02- 12.00-2-17.jpg,0.004745524,0.029050533,0.016161343,0.9484492,0.00032091248,0.0012725284
BIR_UNH_VF_2023-02-02- 12.00-2-13.jpg,0.00018623612,0.001235123,0.0075562433,0.0014748642,0.8300307,0.15951687
BIR_UNH_VF_2023-02-02- 12.00-2-11.jpg,0.007768987,0.4584518,0.43910396,0.07904733,0.013705916,0.0019220022
BIR_UNH_VF_2023-02-02- 12.00-2-1.jpg,0.037670232,0.5963549,0.26779866,0.093112156,0.0026745615,0.0023895644
BIR_UNH_VF_2023-02-02- 12.00-1-94.jpg,0.0207994,0.12062472,0.16576079,0.43871626,0.13342863,0.12067013
BIR_UNH_VF_2023-02-02- 12.00-1-85.jpg,0.83480775,0.058676716,0.0972945,0.0009489758,0.0046826685,0.003589426
BIR_UNH_VF_2023-02-02- 12.00-1-79.jpg,5.7688452e-05,1.0848834e-05,1.9940266e-05,0.0004581221,0.9993943,5.9132013e-05
BIR_UNH_VF_2023-02-02- 12.00-1-78.jpg,0.0072196806,0.091965996,0.7426338,0.15476924,0.0007367231,0.0026745498
BIR_UNH_VF_2023-02-02- 12.00-1-74.jpg,0.010933036,0.03126328,0.02200788,0.93403757,0.0007860356,0.0009722248
BIR_UNH_VF_2023-02-02- 12.00-1-7.jpg,0.072438754,0.015401629,0.0019850011,0.000225385,0.90220445,0.007744839
BIR_UNH_VF_2023-02-02- 12.00-1-68.jpg,0.052792333,0.044527575,0.3905619,0.4608067,0.02517552,0.026136009
BIR_UNH_VF_2023-02-02- 12.00-1-67.jpg,0.011100782,0.12907344,0.05177704,0.7516363,0.03756649,0.01884585
BIR_UNH_VF_2023-02-02- 12.00-1-64.jpg,0.012583785,0.44113997,0.40005738,0.14038548,0.0023891893,0.0034441978
BIR_UNH_VF_2023-02-02- 12.00-1-56.jpg,0.000918406,0.0015940338,0.12497492,0.003139318,0.03584022,0.8335331
BIR_UNH_VF_2023-02-02- 12.00-1-52.jpg,0.011095525,0.0030710895,0.3716775,0.22320935,0.38446072,0.0064858347
BIR_UNH_VF_2023-02-02- 12.00-1-34.jpg,0.008829706,0.048540853,0.04504197,0.6258451,0.0075615104,0.2641808
BIR_UNH_VF_2023-02-02- 12.00-1-28.jpg,0.43667313,0.39390975,0.16556643,0.0009622873,0.00040337854,0.0024850317
BIR_UNH_VF_2023-02-02- 12.00-1-27.jpg,6.365644e-05,8.3738996e-05,3.7905925e-06,9.434218e-05,0.9934376,0.0063168355
BIR_UNH_VF_2023-02-02- 12.00-1-26.jpg,0.34239233,0.64673376,0.0018375053,0.0024909398,0.000111226924,0.006434252
BIR_UNH_VF_2023-02-02- 12.00-1-133.jpg,0.04991181,0.036289554,0.2591006,0.5603631,0.091783114,0.0025517766
BIR_UNH_VF_2023-02-02- 12.00-1-132.jpg,0.0013002728,0.00073011743,0.6158918,0.3549805,0.025164159,0.0019332389
BIR_UNH_VF_2023-02-02- 12.00-1-131.jpg,0.00491882,0.06701932,0.034958098,0.8533163,0.034720372,0.005067036
BIR_UNH_VF_2023-02-02- 12.00-1-130.jpg,0.5735651,0.38167122,0.04002051,0.0007090758,0.00083767594,0.0031964178
BIR_UNH_VF_2023-02-02- 12.00-1-116.jpg,0.012807031,0.29908833,0.40427566,0.2827278,0.00033223408,0.0007689386
BIR_UNH_VF_2023-02-02- 12.00-1-107.jpg,0.021801801,0.084208004,0.054562792,0.14421839,0.16394827,0.53126067
BIR_UNH_VF_2023-02-02- 12.00-1-105.jpg,0.7016361,0.048737053,0.24746594,0.0006107747,0.0009898235,0.0005602991
BIR_UNH_VF_2023-02-02- 12.00-1-103.jpg,0.00045571075,8.604048e-05,3.2250842e-05,0.00022299247,0.0028448883,0.9963582
BRI_Un_2023-02-02- 15.00-1.jpg,0.0012135558,0.7885658,0.016806131,0.19077893,0.0014330818,0.0012023946
BIR_UNH_VF_2023-02-02- 15.00-4-76.jpg,0.010903114,0.004124488,0.32845804,0.6343034,0.018062884,0.0041481047
BIR_UNH_VF_2023-02-02- 15.00-4-7.jpg,0.019362843,0.00411429,0.62816316,0.32392007,0.016252669,0.008186985
BIR_UNH_VF_2023-02-02- 15.00-4-56.jpg,0.006190135,0.004575389,0.6275258,0.05406418,0.28863665,0.019007843
BIR_UNH_VF_2023-02-02- 15.00-4-51.jpg,0.002384285,0.0023599311,0.24124713,0.74601984,0.0051500183,0.0028388302
BIR_UNH_VF_2023-02-02- 15.00-4-5.jpg,0.004120508,0.009993071,0.47489643,0.5077812,0.0027629195,0.0004458996
BIR_UNH_VF_2023-02-02- 15.00-4-48.jpg,0.014929318,0.0014222822,0.0027016967,0.00039253524,0.033208914,0.9473453
BIR_UNH_VF_2023-02-02- 15.00-4-45.jpg,0.0015987968,0.019809194,0.0099603515,0.96421444,0.0030272142,0.0013899956
BIR_UNH_VF_2023-02-02- 15.00-4-43.jpg,0.035636228,0.0077269175,0.4765465,0.12742732,0.34589854,0.006764461
BIR_UNH_VF_2023-02-02- 15.00-4-41.jpg,8.887365e-07,2.6677203e-09,3.7331638e-11,1.6781825e-10,0.99999905,1.644819e-07
BIR_UNH_VF_2023-02-02- 15.00-4-40.jpg,6.9985255e-08,5.766688e-08,1.7682957e-09,2.621287e-07,0.9999982,1.2977123e-06
BIR_UNH_VF_2023-02-02- 15.00-4-38.jpg,0.2564382,0.5849374,0.15315539,0.0017423005,0.0010006966,0.0027261234
BIR_UNH_VF_2023-02-02- 15.00-4-34.jpg,0.011875807,0.26729843,0.2587393,0.4524325,0.0076397844,0.002014183
BIR_UNH_VF_2023-02-02- 15.00-4-33.jpg,0.003234365,0.0021713197,0.0026073034,0.026502518,0.95653117,0.008953316
BIR_UNH_VF_2023-02-02- 15.00-4-28.jpg,0.010295383,0.31478932,0.44541252,0.22835244,0.00021736207,0.0009329745
BIR_UNH_VF_2023-02-02- 15.00-4-12.jpg,0.5244749,0.35164583,0.117973804,0.0010321359,0.0006791097,0.0041942466
BIR_UNH_VF_2023-02-02- 15.00-3-9.jpg,0.9072769,0.037320986,0.0067488193,0.002897984,0.034241322,0.011514064
BIR_UNH_VF_2023-02-02- 15.00-3-53.jpg,0.011812955,0.86859185,0.09809905,0.008655563,0.012348604,0.0004919031
BIR_UNH_VF_2023-02-02- 15.00-3-45.jpg,0.58634937,0.36760896,0.044576414,0.00022201973,0.00013207663,0.0011112368
BIR_UNH_VF_2023-02-02- 15.00-3-42.jpg,0.39538905,0.44129702,0.15292014,0.0044903215,0.002458591,0.0034449117
BIR_UNH_VF_2023-02-02- 15.00-3-41.jpg,0.0008765728,0.0002064623,4.1929245e-05,0.0005147039,0.9960518,0.0023086027
BIR_UNH_VF_2023-02-02- 15.00-3-39.jpg,0.25843793,0.011139249,0.6683827,0.02128777,0.036535297,0.004217029
BIR_UNH_VF_2023-02-02- 15.00-3-37.jpg,0.039230533,0.01954248,0.0069762203,0.0050547747,0.05222741,0.87696856
BIR_UNH_VF_2023-02-02- 15.00-3-34.jpg,0.0014575446,0.010369167,0.0008314975,0.9861193,0.00013265129,0.0010898581
BIR_UNH_VF_2023-02-02- 15.00-3-23.jpg,2.4507467e-06,6.17854e-06,1.337837e-07,1.5915219e-05,0.99995816,1.7077662e-05
BIR_UNH_VF_2023-02-02- 15.00-3-19.jpg,0.0029614405,0.004254875,0.00035624238,0.025403181,0.92239106,0.044633187
BIR_UNH_VF_2023-02-02- 15.00-3-15.jpg,0.0019454014,0.00020386142,0.32562414,0.61604846,0.054438833,0.0017393273
BIR_UNH_VF_2023-02-02- 15.00-3-13.jpg,0.00025946222,0.024017332,0.9637365,0.008180919,0.002024064,0.0017817703
BIR_UNH_VF_2023-02-02- 15.00-3-11.jpg,0.118917234,0.011470759,0.0005848254,0.0004198793,0.8661251,0.002482207
BIR_UNH_VF_2023-02-02- 15.00-2-95.jpg,0.012642958,0.021518027,0.33358973,0.03229324,0.364754,0.23520198
BIR_UNH_VF_2023-02-02- 15.00-2-93.jpg,0.009165662,0.13580756,0.70079947,0.15165582,0.0006436855,0.0019278704
BIR_UNH_VF_2023-02-02- 15.00-2-84.jpg,0.1952792,0.010178998,0.59849745,0.14284621,0.049700174,0.0034980131
BIR_UNH_VF_2023-02-02- 15.00-2-83.jpg,0.0018637766,0.00070287334,0.00019425155,3.3681383e-05,0.99329305,0.003912357
BIR_UNH_VF_2023-02-02- 15.00-2-82.jpg,0.9503037,0.02953832,0.0062336167,0.00025578844,0.007780396,0.0058881743
BIR_UNH_VF_2023-02-02- 15.00-2-80.jpg,0.0008446421,0.00071050675,0.001742387,0.0034110195,0.9903944,0.0028970186
BIR_UNH_VF_2023-02-02- 15.00-2-77.jpg,0.10083607,0.7820487,0.083273165,0.02781028,0.00472221,0.0013095646
BIR_UNH_VF_2023-02-02- 15.00-2-69.jpg,0.21097025,0.6756964,0.108814776,0.0015627447,0.0007950419,0.0021607883
BIR_UNH_VF_2023-02-02- 15.00-2-64.jpg,0.027324773,0.63189006,0.22429314,0.102667056,0.010983891,0.0028410144
BIR_UNH_VF_2023-02-02- 15.00-2-61.jpg,0.0084091965,0.000522038,0.5927803,0.0011869746,0.38214135,0.014960111
BIR_UNH_VF_2023-02-02- 15.00-2-6.jpg,0.5668496,0.16303475,0.26184788,0.0014318416,0.00043039868,0.0064055524
BIR_UNH_VF_2023-02-02- 15.00-2-57.jpg,0.0042547593,0.0057259663,0.026066195,0.92237073,0.035599153,0.0059832064
BIR_UNH_VF_2023-02-02- 15.00-2-50.jpg,0.0007093053,0.0005163422,0.07234486,0.92452955,0.00020117269,0.0016986846
BIR_UNH_VF_2023-02-02- 15.00-2-44.jpg,0.2181049,0.08002516,0.6995639,0.0010137234,0.000546538,0.0007457888
BIR_UNH_VF_2023-02-02- 15.00-2-43.jpg,0.002257222,0.00026249324,0.6310175,0.0011361445,0.3603547,0.0049719405
BIR_UNH_VF_2023-02-02- 15.00-2-34.jpg,0.53809136,0.04115158,0.4115017,0.0024740838,0.0049801725,0.0018011052
BIR_UNH_VF_2023-02-02- 15.00-2-32.jpg,0.0055414396,0.15926631,0.3651265,0.45500383,0.0015456281,0.01351632
BIR_UNH_VF_2023-02-02- 15.00-2-31.jpg,0.035876893,0.13542023,0.19626983,0.4587037,0.098388486,0.07534088
BIR_UNH_VF_2023-02-02- 15.00-2-30.jpg,0.0020035205,0.0027819602,0.00055663934,0.0014854083,0.0122955805,0.98087686
BIR_UNH_VF_2023-02-02- 15.00-2-2.jpg,0.00857248,0.0418167,0.7790258,0.16663384,0.002653471,0.0012977343
BIR_UNH_VF_2023-02-02- 15.00-2-19.jpg,4.926065e-06,1.6838288e-06,4.0711736e-08,3.9960605e-06,0.99997234,1.704034e-05
BIR_UNH_VF_2023-02-02- 15.00-2-16.jpg,0.0006434261,0.0048503526,0.14897321,0.79673743,0.04055724,0.00823838
BIR_UNH_VF_2023-02-02- 15.00-2-15.jpg,0.00071079197,0.0007316881,0.24427892,0.74873614,0.0023518722,0.0031905228
BIR_UNH_VF_2023-02-02- 15.00-2-100.jpg,1.3776508e-06,4.3432988e-06,4.2652754e-08,2.8729133e-05,0.99995875,6.718877e-06
BIR_UNH_VF_2023-02-02- 15.00-2-1.jpg,0.02890643,0.01524358,0.41298497,0.46317846,0.07164462,0.008041937
BRI_Un_2023-02-02-1700-15.jpg,0.2237057,0.06734598,0.678619,0.010044649,0.013203806,0.0070808358
BRI_Un_2023-02-02-1700-13.jpg,0.0013575723,0.021104436,0.0007558489,0.973471,0.0009230848,0.0023881106
BIR_UNH_VF_2023-02-02- 1700-3-81.jpg,0.0053176456,4.7926446e-06,0.0076455153,0.0011055635,0.00435118,0.98157537
BIR_UNH_VF_2023-02-02- 1700-3-79.jpg,0.0026956107,0.03771948,0.0011161026,0.93500495,0.0147597175,0.008704189
BIR_UNH_VF_2023-02-02- 1700-3-77.jpg,0.0019041405,0.0026461137,0.055213716,0.7365235,0.0023346217,0.20137785
BIR_UNH_VF_2023-02-02- 1700-3-69.jpg,0.05842427,0.384428,0.075154796,0.4468046,0.03282795,0.002360466
BIR_UNH_VF_2023-02-02- 1700-3-66.jpg,0.02431403,0.8796478,0.058236122,0.033052135,0.003887129,0.00086280575
BIR_UNH_VF_2023-02-02- 1700-3-61.jpg,0.31495658,0.08946814,0.5851126,0.0069130086,0.0010172969,0.0025323888
BIR_UNH_VF_2023-02-02- 1700-3-60.jpg,0.011681887,0.15642016,0.6187417,0.20437579,0.002924495,0.005855986
BIR_UNH_VF_2023-02-02- 1700-3-55.jpg,0.00026789875,3.805886e-05,0.1138421,0.8838493,0.0014184169,0.0005842391
BIR_UNH_VF_2023-02-02- 1700-3-51.jpg,0.48609868,0.4211495,0.088251226,0.0018351803,0.00058451033,0.0020808827
BIR_UNH_VF_2023-02-02- 1700-3-31.jpg,0.09187818,0.08499392,0.5026635,0.2923599,0.008897276,0.019207204
BIR_UNH_VF_2023-02-02- 1700-3-28.jpg,0.0054580187,0.14246817,0.02968092,0.81153494,0.0029726059,0.007885384
BIR_UNH_VF_2023-02-02- 1700-3-19.jpg,0.005783778,0.044423588,0.018079406,0.8818982,0.045486897,0.004328129
BIR_UNH_VF_2023-02-02- 1700-3-12.jpg,0.35256404,0.30722028,0.15038565,0.0036238618,0.030066572,0.15613972
BIR_UNH_VF_2023-02-02- 1700-2-60.jpg,7.5701173e-10,9.2057306e-10,1.0857407e-10,2.6018334e-08,0.99999976,2.2800987e-07
BIR_UNH_VF_2023-02-02- 1700-2-59.jpg,0.0028118845,0.017900473,0.0018402964,0.008929446,0.008895062,0.9596229
BIR_UNH_VF_2023-02-02- 1700-2-56.jpg,0.31009266,0.32993934,0.3468612,0.0043450478,0.004587639,0.00417417
BIR_UNH_VF_2023-02-02- 1700-2-53.jpg,0.010585705,0.008957834,0.8257662,0.15406035,3.4736073e-05,0.0005951513
BIR_UNH_VF_2023-02-02- 1700-2-51.jpg,0.33759892,0.5443029,0.11570719,0.000314152,0.0005708196,0.0015059867
BIR_UNH_VF_2023-02-02- 1700-2-5.jpg,0.47123283,0.42425355,0.10061739,0.0013981374,0.0012436982,0.0012544008
BIR_UNH_VF_2023-02-02- 1700-2-43.jpg,0.0054635582,0.0021945857,0.29258364,0.69326055,0.0031965326,0.0033011546
BIR_UNH_VF_2023-02-02- 1700-2-40.jpg,0.03192477,0.951192,0.0064307186,0.0043270565,0.005857009,0.00026834474
BIR_UNH_VF_2023-02-02- 1700-2-39.jpg,0.4098211,0.34994566,0.23577583,0.0014444451,0.0009686191,0.002044331
BIR_UNH_VF_2023-02-02- 1700-2-38.jpg,0.011734339,0.005655539,0.09970236,0.19954735,0.68174076,0.001619646
BIR_UNH_VF_2023-02-02- 1700-2-35.jpg,1.2423876e-08,9.3074093e-10,5.6282284e-11,1.0628529e-08,1.0,2.8076462e-08
BIR_UNH_VF_2023-02-02- 1700-2-26.jpg,0.44619572,0.06406347,0.44418296,0.0039356435,0.025814459,0.015807757
BIR_UNH_VF_2023-02-02- 1700-2-24.jpg,0.03868063,0.017788293,0.009942223,0.72664815,0.20080973,0.006130977
BIR_UNH_VF_2023-02-02- 1700-2-21.jpg,0.4303709,0.37948492,0.1877469,0.0010300571,0.0003294713,0.0010377731
BIR_UNH_VF_2023-02-02- 1700-2-13.jpg,0.36856502,0.16934866,0.45054355,0.0024200906,0.0061050085,0.0030177066
BIR_UNH_VF_2023-02-02- 1700-2-10.jpg,0.0074912533,0.05879988,0.0020605572,0.029592447,0.0009214451,0.90113443
BIR_UNH_VF_2023-02-03- 10.00-3-73.jpg,0.0124329375,0.045046058,0.02685732,0.9125582,0.0007326337,0.0023728448
BIR_UNH_VF_2023-02-03- 10.00-3-71.jpg,0.40234032,0.08116134,0.5087613,0.001871861,0.000651656,0.005213559
BIR_UNH_VF_2023-02-03- 10.00-3-68.jpg,0.008510532,0.09035652,0.030488957,0.64447296,0.0076626833,0.21850842
BIR_UNH_VF_2023-02-03- 10.00-3-55.jpg,0.8891697,0.06185984,0.0344499,0.0003123746,0.011249075,0.0029592074
BIR_UNH_VF_2023-02-03- 10.00-3-4.jpg,0.0026713128,0.0075443503,0.7761863,0.1421395,0.039001875,0.03245664
BIR_UNH_VF_2023-02-03- 10.00-3-37.jpg,0.8262133,0.084660746,0.05735784,3.3638524e-05,0.004756665,0.026977751
BIR_UNH_VF_2023-02-03- 10.00-3-3.jpg,0.0019301412,0.0002995264,7.3584684e-05,0.0019552635,0.99399567,0.0017457323
BIR_UNH_VF_2023-02-03- 10.00-3-27.jpg,0.008451121,0.0013741896,0.7210808,0.0033659912,0.19444385,0.07128414
BIR_UNH_VF_2023-02-03- 10.00-3-23.jpg,0.0037024254,0.0043633943,0.0032429337,0.018205792,0.0019307425,0.9685546
BIR_UNH_VF_2023-02-03- 10.00-3-17.jpg,0.0066207116,0.06675848,0.65430635,0.2679296,0.0011460797,0.0032388472
BIR_UNH_VF_2023-02-03- 10.00-3-16.jpg,0.00080688635,0.00090905576,0.00025506224,0.0004387463,0.0041631097,0.9934271
BIR_UNH_VF_2023-02-03- 10.00-3-10.jpg,0.00839521,0.17223391,0.01405342,0.7977845,0.006555337,0.0009776776
BIR_UNH_VF_2023-02-03- 10.00-2-70.jpg,0.7791012,0.14054136,0.07245022,3.3938974e-05,0.002256501,0.0056168297
BIR_UNH_VF_2023-02-03- 10.00-2-7.jpg,0.6086856,0.35950196,0.01847638,4.264835e-05,0.00038507016,0.012908314
BIR_UNH_VF_2023-02-03- 10.00-2-58.jpg,0.6527224,0.11187545,0.121859364,0.00066102605,0.06476696,0.048114825
BIR_UNH_VF_2023-02-03- 10.00-2-55.jpg,0.0019698672,0.010982206,0.012962409,0.9373293,0.03476432,0.0019918531
BIR_UNH_VF_2023-02-03- 10.00-2-50.jpg,0.0007815555,0.0003162492,0.00039106538,0.00046742795,0.002191265,0.9958525
BIR_UNH_VF_2023-02-03- 10.00-2-49.jpg,0.0068090903,0.15777896,0.5780547,0.2471869,0.0034106951,0.0067596557
BIR_UNH_VF_2023-02-03- 10.00-2-38.jpg,0.0054760235,0.003104738,0.36195928,0.6139396,0.011016042,0.0045042587
BIR_UNH_VF_2023-02-03- 10.00-2-34.jpg,0.55933076,0.43099484,0.008788617,6.305485e-05,0.00032126796,0.0005015518
BIR_UNH_VF_2023-02-03- 10.00-2-13.jpg,0.92412794,0.043873113,0.027633417,8.919388e-05,9.325829e-05,0.0041830675
BIR_UNH_VF_2023-02-03- 10.00-1-9.jpg,0.48497427,0.015568844,0.4961083,0.0004286557,0.00064187247,0.0022779936
BIR_UNH_VF_2023-02-03- 10.00-1-8.jpg,2.3619396e-07,6.825064e-08,1.1423695e-09,3.0134854e-07,0.99999917,1.7412529e-07
BIR_UNH_VF_2023-02-03- 10.00-1-61.jpg,0.51016384,0.37150967,0.103511035,0.0010924735,0.0024192152,0.011303749
BIR_UNH_VF_2023-02-03- 10.00-1-6.jpg,0.00033848215,0.00083751814,0.00018796836,0.0022682375,0.010565419,0.9858024
BIR_UNH_VF_2023-02-03- 10.00-1-57.jpg,0.16462517,0.47588536,0.3496726,0.007287975,0.0012403867,0.0012885792
BIR_UNH_VF_2023-02-03- 10.00-1-55.jpg,0.008795867,0.026411952,0.0024325617,0.9574668,0.0034495965,0.0014431624
BIR_UNH_VF_2023-02-03- 10.00-1-46.jpg,0.00039156465,0.00027816198,5.4336415e-05,0.00045006303,0.99875665,6.926555e-05
BIR_UNH_VF_2023-02-03- 10.00-1-43.jpg,0.26146072,0.7106832,0.023166664,0.00032489508,0.00280947,0.0015549158
BIR_UNH_VF_2023-02-03- 10.00-1-41.jpg,7.483824e-17,3.603269e-22,4.123465e-24,7.075514e-19,1.0,3.0721115e-13
BIR_UNH_VF_2023-02-03- 10.00-1-4.jpg,0.20826615,0.31574467,0.16726622,0.2990371,0.0025876805,0.00709817
BIR_UNH_VF_2023-02-03- 10.00-1-24.jpg,0.053495087,0.003764044,0.940938,0.0014516072,0.00015260292,0.00019871385
BIR_UNH_VF_2023-02-03- 10.00-1-23.jpg,0.0037417281,0.70283103,0.058095817,0.22277884,0.008245651,0.004306897
BIR_UNH_VF_2023-02-03- 10.00-1-12.jpg,0.0019538866,0.0011067156,0.36014345,0.6033857,0.032762308,0.0006479723
BIR_UNH_VF_2023-02-03- 10.00-1-1.jpg,0.05720728,0.0037725843,0.93249786,0.005754598,0.00045318657,0.0003144627
BRI_UFSG_2023-02-03- 15.00-4.jpg,0.00011094901,0.0005617089,0.0005323361,0.25929755,0.0149104,0.7245871
BIR_UNFSG_VF_2023-02-03-15.00-3-8.jpg,0.008982553,0.0010383731,0.6705248,0.0022557264,0.31100944,0.006189045
BIR_UNFSG_VF_2023-02-03-15.00-3-77.jpg,0.0062515503,0.00046200785,0.00014945054,0.0039617717,0.9884355,0.0007397672
BIR_UNFSG_VF_2023-02-03-15.00-3-76.jpg,0.0013062768,0.006581734,0.17664075,0.66924274,0.060804635,0.08542392
BIR_UNFSG_VF_2023-02-03-15.00-3-74.jpg,0.00047224152,0.0014330983,7.931109e-05,0.00477349,0.94565696,0.04758488
BIR_UNFSG_VF_2023-02-03-15.00-3-73.jpg,0.00046086506,0.00044460935,0.0075705294,0.98591584,0.0045158104,0.0010923385
BIR_UNFSG_VF_2023-02-03-15.00-3-67.jpg,0.09235291,0.07213883,0.5681693,0.22785226,0.031653292,0.007833467
BIR_UNFSG_VF_2023-02-03-15.00-3-52.jpg,0.14474663,0.024385689,0.6468043,0.17633553,0.0060337936,0.0016939791
BIR_UNFSG_VF_2023-02-03-15.00-3-49.jpg,9.974845e-05,0.00061658846,1.1387724e-05,0.032102525,0.95212966,0.015040129
BIR_UNFSG_VF_2023-02-03-15.00-3-45.jpg,0.027760224,0.0014035027,0.13333088,0.767307,0.06624506,0.0039533568
BIR_UNFSG_VF_2023-02-03-15.00-3-43.jpg,0.22039291,0.60364556,0.1635958,0.0019085921,0.0069465796,0.0035105853
BIR_UNFSG_VF_2023-02-03-15.00-3-35.jpg,0.4574479,0.16377921,0.35585272,0.0008100357,0.006476554,0.015633604
BIR_UNFSG_VF_2023-02-03-15.00-3-27.jpg,0.05729978,0.0054405723,0.9330368,0.0038230813,0.00010848919,0.00029122815
BIR_UNFSG_VF_2023-02-03-15.00-3-22.jpg,0.06037362,0.01968958,0.7348131,0.17391624,0.0049390118,0.0062685087
BIR_UNFSG_VF_2023-02-03-15.00-2-45.jpg,0.008067933,0.6873539,0.10158192,0.20094752,0.0011341756,0.00091454486
BIR_UNFSG_VF_2023-02-03-15.00-2-38.jpg,0.027695859,0.0033904226,0.8625363,0.077737324,0.024995212,0.0036448424
BIR_UNFSG_VF_2023-02-03-15.00-2-35.jpg,0.07921337,0.010467419,0.0056469133,0.69181794,0.19711958,0.015734779
BIR_UNFSG_VF_2023-02-03-15.00-2-33.jpg,0.00010871046,1.4512002e-05,2.2929046e-06,6.95473e-05,0.9960908,0.003714056
